id,nombre,estado,especie,origen,ubicacion,episodios,fecha_creacion
1097,Summer Smith,ALIVE,human,N/A,Anatomy Park,"S03E02,S04E04",2022-06-23T12:00:00.000000Z
408,Meeseeks,DEAD,mythological creature,Earth (C-137),Gazorpazorp,"['S02E06', 'S01E07', 'S01E07', 'S02E02']",13/08/2017
6746,Squanchy,???,Human,Earth (Replacement Dimension),NULL,"S02E08,S01E03,S05E09,S03E02",NOT_A_DATE
7260,pickle rick,Alive,HUMAN,Earth (Replacement Dimension),Anatomy Park,S02E07,01/01/2021
3519,Birdperson,DEAD,Cronenberg,N/A,---,S02E07,2023-01-20T12:00:00.000000Z
2284,SUMMER SMITH,dead,---,N/A,Gazorpazorp,"S04E03,S05E03",01-27-2018
1701,Summer Smith,???,Robot,Signus 5,---,S02E09,16/02/2021
4698,Pickle Rick,ALIVE,Robot,Earth (Replacement Dimension),NULL,S02E04|S03E01|S04E07,2022-08-24T12:00:00.000000Z
744,Morty Smith,ALIVE,Mythological Creature,Earth (Replacement Dimension),NULL,"S04E08,S05E02,S02E05,S03E07",NOT_A_DATE
3192,Birdperson,N/A, ALIEN,Abadango,Gazorpazorp,"S04E05,S04E05,S03E03",2020-05-22
5162,jerry smith,None,Robot,Signus 5,Anatomy Park,S03E04,2017-06-05T12:00:00.000000Z
7329,Meeseeks,N/A,Unkn0wn,,Citadel of Ricks,['S05E02'],04-10-2020
733,Squanchy,ALIVE,MYTHOLOGICAL CREATURE,Earth (Replacement Dimension),---,"['S05E01', 'S03E01']",2019-06-22
7504,Pickle Rick,ALIVE,alien  ,Signus 5,Planet Squanch,"['S05E03', 'S05E03', 'S05E06']",2024-11-27T12:00:00.000000Z
4949,Summer Smith,alive,ALIEN  ,,Citadel of Ricks,S04E03,INVALID_DATE_2026
6263,MEESEEKS,None,---,Citadel of Ricks &amp; Mortys,NULL,S03E08,NOT_A_DATE
5417,Morty Smith,alive,Robot,Earth (Replacement Dimension),Earth (C-137),"['S01E03', 'S03E02']",07-08-2019
7582,evil morty,None,Robot,,Citadel of Ricks,"['S02E05', 'S05E02', 'S03E01', 'S03E02']",2018-04-16T12:00:00.000000Z
1086,Jerry Smith,None,Robot,Signus 5,Earth (C-137),['S02E08'],
5086,Birdperson,Alive,HUMAN,Citadel of Ricks &amp; Mortys,Anatomy Park,"S03E03,S02E08,S04E05",
4803,  Summer Smith	  ,DEAD,Unkn0wn,N/A,---,S03E03|S05E08,NOT_A_DATE
5916,Pickle Rick,unknown,Unkn0wn,Earth (C-137),Earth (C-137),"['S04E05', 'S04E05', 'S03E08', 'S03E07']",NOT_A_DATE
4614,Jerry Smith,DEAD,human,Signus 5,Earth (C-137),"S03E04,S01E08,S04E03,S05E09",INVALID_DATE_2026
2175,rick sanchez,unknown,Unkn0wn,,---,"['S02E06', 'S02E08', 'S02E02']",
3651,Morty Smith,N/A,Unkn0wn,Abadango,Gazorpazorp,"S05E02,S05E08,S01E03",
7728,Summer Smith,N/A,Robot,Earth (C-137),Planet Squanch,S04E09,11/10/2022
1058,MEESEEKS,dead,  Mythological Creature	  ,Signus 5,Planet Squanch,S01E01,03/09/2017
5256,  Evil Morty&#39;  ,unknown,human,N/A,Planet Squanch,S04E05|S01E09|S02E04,2024-05-16T12:00:00.000000Z
3629,Morty Smith,unknown,unkn0wn,Signus 5,Planet Squanch,S03E05,NOT_A_DATE
5911,Beth Smith,dead,Robot,,---,S04E04|S02E02,05-06-2023
2061,rick sanchez,alive,cronenberg,Citadel of Ricks &amp; Mortys,Earth (C-137),"S04E04,S04E06,S03E06,S04E08",22/09/2018
4826,MORTY SMITH,NULL,Cronenberg,,Gazorpazorp,"S05E09,S03E02,S02E06",08-02-2017
4768,morty smith,unknown,   AlienN/A  ,Signus 5,---,"S02E07,S03E05",NOT_A_DATE
6649,  Pickle Rick	  ,NULL,HUMAN,N/A,---,"['S03E02', 'S05E04', 'S01E09']",2018-03-09T12:00:00.000000Z
7574,Pickle Rick,N/A,Cronenberg,Earth (Replacement Dimension),Gazorpazorp,['S04E04'],2023-05-17T12:00:00.000000Z
543,  Morty Smithâ€  ,Dead,Human,N/A,---,S02E07,2024-02-12
2606,Summer Smith,dead,Mythological Creature,Earth (C-137),Citadel of Ricks,['S03E04'],06-09-2019
2538,Squanchy,DEAD,Cronenberg,Citadel of Ricks &amp; Mortys,NULL,"S01E05,S05E06,S04E04,S02E02",2021-10-02
117,Squanchy,None,human,N/A,Planet Squanch,"S03E03,S03E07",05-12-2021
5512,birdperson,unknown,alien  ,Citadel of Ricks &amp; Mortys,Planet Squanch,"['S04E07', 'S03E06']",2017-04-05
741,Pickle Rick,Dead,Alien  ,Earth (Replacement Dimension),---,"['S02E01', 'S01E03']",2024-07-26
6896,Beth Smith,ALIVE,  ---    ,N/A,Citadel of Ricks,"['S04E02', 'S05E09', 'S05E03']",07-02-2020
6233,  Pickle Rick#VALUE!  ,unknown,---,Earth (Replacement Dimension),---,['S03E09'],2018-05-18
1552,Birdperson,,alien  ,unknown,Gazorpazorp,S05E09|S04E02|S02E06|S01E07,23/02/2020
1322,pickle rick,Alive, Alien,Signus 5,NULL,"S04E06,S04E04,S03E01",09-12-2023
5843,Meeseeks,NULL,human,,---,"['S04E01', 'S04E08', 'S02E08']",NOT_A_DATE
6615,evil morty,unknown,---,unknown,Anatomy Park,S02E01|S02E07,2017-08-13
75,Pickle Rick,Dead,  Mythological Creature!!  ,N/A,NULL,S02E02|S01E06,
330,MORTY SMITH,None,Mythological Creature,unknown,Citadel of Ricks,['S04E06'],06-09-2020
5962,morty smith,ALIVE,Mythological Creature,,Earth (C-137),"['S01E08', 'S03E05']",2022-02-15T12:00:00.000000Z
6800,Beth Smith,,UNKN0WN,,NULL,S04E08|S03E06|S02E02,
4968,  Birdperson#VALUE!  ,alive, alien,Citadel of Ricks &amp; Mortys,Gazorpazorp,S03E04|S05E02|S05E03|S03E04,
364,PICKLE RICK,DEAD,Alien  ,N/A,Anatomy Park,"['S05E05', 'S05E09', 'S03E05', 'S05E09']",10-25-2019
5536,Pickle Rick,NULL,  Mythological Creature!!  ,unknown,Planet Squanch,['S05E08'],INVALID_DATE_2026
2960,  Birdpersonâ€  ,ALIVE,Cronenberg,Signus 5,Anatomy Park,"['S03E07', 'S01E09', 'S04E06', 'S01E02']",NOT_A_DATE
3038,  BirdpersonN/A  ,dead,   Alien	  ,Citadel of Ricks &amp; Mortys,Citadel of Ricks,"S04E04,S01E07,S05E03",NOT_A_DATE
7059,JERRY SMITH,ALIVE,  Robot!!  ,unknown,Planet Squanch,S01E09,NOT_A_DATE
424,  MeeseeksÃ¡  ,ALIVE,Cronenberg,Citadel of Ricks &amp; Mortys,---,['S03E01'],2017-05-19T12:00:00.000000Z
1260,Squanchy,None,---,Citadel of Ricks &amp; Mortys,Earth (C-137),S01E01,
3057,Pickle Rick,UNKNOWN, Alien,,Citadel of Ricks,S01E09|S04E08,NOT_A_DATE
2827,Pickle Rick,dead,Mythological Creature,Abadango,Earth (C-137),S05E06|S04E03|S05E08|S05E01,
891,Rick Sanchez,UNKNOWN,robot,Earth (Replacement Dimension),Planet Squanch,"['S02E09', 'S01E04', 'S02E06']",
1104,Meeseeks,???,Robot,Signus 5,Planet Squanch,S02E03|S03E06|S05E07,NOT_A_DATE
1667,Summer Smith,alive,  Human!!  ,,Planet Squanch,S01E07,27/07/2020
3541,Jerry Smith,unknown,  CronenbergÃ¡  ,,Anatomy Park,S01E04|S01E03|S01E06,2018-01-11T12:00:00.000000Z
1879,Summer Smith,alive,Robot,Abadango,---,S04E05|S04E05|S01E09|S03E03,07-03-2022
4607,Meeseeks,UNKNOWN,  Unkn0wn&#39;  ,Earth (C-137),NULL,"['S03E04', 'S01E06']",
6653,  Birdperson#VALUE!  ,???,human,N/A,---,"S04E01,S01E06",
345,Squanchy,???,Alien  ,Abadango,Citadel of Ricks,"['S01E02', 'S02E02', 'S03E01', 'S04E07']",2017-06-03
5775,Beth Smith,???,Human,N/A,NULL,S01E05|S05E09|S03E03,2022-01-02T12:00:00.000000Z
7482,Evil Morty,,Mythological Creature,Earth (Replacement Dimension),NULL,"S01E06,S03E09",INVALID_DATE_2026
5190,birdperson,dead,MYTHOLOGICAL CREATURE,,Earth (C-137),"['S03E03', 'S04E04', 'S04E04']",01/11/2020
6691,pickle rick,Alive,  Mythological CreatureÃ¡  ,Earth (Replacement Dimension),Citadel of Ricks,"['S03E03', 'S04E06', 'S03E01']",
3170,Squanchy,Alive,Robot,Earth (Replacement Dimension),---,"S05E06,S02E04",2018-07-24
1135,Morty Smith,DEAD,  Cronenberg#VALUE!  ,Signus 5,---,"['S05E07', 'S04E05', 'S01E08']",INVALID_DATE_2026
4275,  SquanchyN/A  ,dead,---,Abadango,---,['S01E03'],2022-04-20T12:00:00.000000Z
6974,Meeseeks,ALIVE, Alien,Citadel of Ricks &amp; Mortys,Planet Squanch,['S01E09'],
7926,morty smith,DEAD,Human,Citadel of Ricks &amp; Mortys,Gazorpazorp,S01E04,20/08/2023
1827,Birdperson,???,---,,---,"['S04E05', 'S02E01']",2021-03-20
3426,Morty Smith,Alive,Human,,Earth (C-137),"['S05E03', 'S01E05', 'S04E08']",24/05/2021
66,Evil Morty,dead,Alien  ,Abadango,NULL,S04E04|S02E06,2024-09-14
4851,Pickle Rick,NULL,  HumanN/A  ,Earth (Replacement Dimension),Anatomy Park,"S02E03,S01E05,S01E08",2022-09-11
6910,  Rick SanchezN/A  ,N/A,---,,Citadel of Ricks,S05E01|S04E05,
1412,Birdperson,None,Cronenberg,Signus 5,NULL,S01E04|S04E06|S05E02,2020-01-25T12:00:00.000000Z
4346,  Beth SmithÃ¡  ,UNKNOWN,---,,Earth (C-137),"['S03E07', 'S05E08', 'S02E02']",12-18-2022
622,beth smith,ALIVE,Cronenberg,Earth (C-137),NULL,S05E02|S04E09|S02E08|S01E01,
6557,pickle rick,ALIVE,Cronenberg,,NULL,S04E06,2017-01-04T12:00:00.000000Z
1357,Jerry Smith,alive,  Cronenberg!!  ,Abadango,---,"S04E04,S03E03",
7163,Meeseeks,None,  Cronenberg#VALUE!  ,Earth (Replacement Dimension),NULL,S01E07|S05E05|S03E02,12-02-2018
5090,  Rick Sanchez&#39;  ,DEAD,Alien  ,Signus 5,Gazorpazorp,"S04E09,S01E02,S02E06,S01E07",INVALID_DATE_2026
778,Summer Smith,Dead, Alien,unknown,Planet Squanch,"['S01E04', 'S02E08', 'S05E07']",NOT_A_DATE
6291,Pickle Rick,alive,  humanâ€  ,Citadel of Ricks &amp; Mortys,Planet Squanch,"['S05E03', 'S05E06', 'S02E07', 'S05E07']",
1282,Summer Smith,Alive,human,unknown,Planet Squanch,S02E03,12-09-2020
3902,Rick Sanchez,NULL, Alien,unknown,Citadel of Ricks,S02E06|S03E04|S04E03|S04E03,INVALID_DATE_2026
5212,Morty Smith,alive,Human,unknown,Anatomy Park,S04E06,05/08/2021
2164,Evil Morty,None,ROBOT,Earth (Replacement Dimension),NULL,S05E01|S05E04|S01E04,NOT_A_DATE
476,  Summer Smith	  ,NULL,Alien  ,,NULL,"['S05E02', 'S03E09']",2019-01-27T12:00:00.000000Z
1175,pickle rick,Alive,  Alien  Ã±  ,unknown,Earth (C-137),"['S02E07', 'S02E02']",2023-01-16
3799,jerry smith,N/A,Robot,N/A,Planet Squanch,['S05E06'],2017-07-12T12:00:00.000000Z
7383,Beth Smith,ALIVE,---,Citadel of Ricks &amp; Mortys,Gazorpazorp,S02E03,
4725,Pickle Rick,Alive,Cronenberg,,Gazorpazorp,S04E06|S02E08|S04E03,10-16-2021
7874,  Morty SmithÃ±  ,N/A,Human,Earth (Replacement Dimension),NULL,S04E07,INVALID_DATE_2026
3065,Squanchy,DEAD, Alien,,Gazorpazorp,"S04E01,S03E01,S02E07",25/10/2020
2027,  Pickle Rickâ€  ,Dead, alien,unknown,Earth (C-137),"S05E03,S04E01,S01E08",20/02/2019
6325,EVIL MORTY,DEAD,Mythological Creature,unknown,Planet Squanch,S04E03|S01E07,
945,jerry smith,N/A,  ---    ,,Planet Squanch,S04E01|S03E04,10-26-2019
524,Morty Smith,unknown,Alien  ,N/A,Citadel of Ricks,"['S05E07', 'S01E09', 'S01E03']",2022-12-07T12:00:00.000000Z
5054,Beth Smith,DEAD,---,N/A,Citadel of Ricks,"['S03E03', 'S02E04']",
31,Beth Smith,Alive, Alien,Citadel of Ricks &amp; Mortys,NULL,"S02E01,S03E04,S01E01",27/10/2021
394,Meeseeks,???,Cronenberg,,---,S04E05|S01E03|S02E06,2021-06-15T12:00:00.000000Z
5263,summer smith,N/A,UNKN0WN,Signus 5,NULL,S05E04|S03E04|S01E01|S05E05,20/05/2017
500,Evil Morty,???,MYTHOLOGICAL CREATURE,unknown,Earth (C-137),"S02E06,S05E01,S02E09,S02E06",
3092,Birdperson,, Alien,N/A,Earth (C-137),S02E03|S04E07|S01E08|S02E09,07-20-2024
4662,  Jerry Smith&#39;  ,ALIVE,  Cronenbergâ€  ,Citadel of Ricks &amp; Mortys,---,"S01E05,S03E01,S02E02,S01E03",08/09/2019
3719,meeseeks,ALIVE,---,Earth (C-137),Planet Squanch,"['S05E04', 'S01E06', 'S02E07']",
4443,Rick Sanchez,None,human,,Gazorpazorp,['S02E07'],
2107,Morty Smith,,---,Abadango,Anatomy Park,S03E03|S03E01,NOT_A_DATE
3024,Evil Morty,UNKNOWN,Alien  ,Earth (Replacement Dimension),Planet Squanch,"S01E04,S02E04",
5181,rick sanchez,unknown, Alien,N/A,Citadel of Ricks,S04E02|S01E08|S01E06|S03E06,INVALID_DATE_2026
3952,  Meeseeks&#39;  ,, alien,unknown,Earth (C-137),"S01E08,S01E06,S05E06",
5763,Jerry Smith,dead,robot,Abadango,Earth (C-137),S01E03|S04E06|S01E04,
6829,Morty Smith,DEAD,human,Abadango,NULL,S05E03|S02E03,2024-01-24
3820,Meeseeks,UNKNOWN,alien  ,N/A,---,['S04E06'],2022-04-06
5989,Summer Smith,ALIVE, alien,Abadango,Citadel of Ricks,['S04E03'],NOT_A_DATE
2128,pickle rick,UNKNOWN,---,Abadango,Earth (C-137),"S03E02,S05E04,S04E09,S02E06",
7914,Jerry Smith,,Mythological Creature,Abadango,Anatomy Park,"S01E02,S04E09",NOT_A_DATE
3810,Rick Sanchez,UNKNOWN,Cronenberg,unknown,---,"S03E09,S05E01",2023-01-16T12:00:00.000000Z
5478,SUMMER SMITH,N/A,  Unkn0wn    ,N/A,Anatomy Park,S04E06,2018-05-09T12:00:00.000000Z
5352,Summer Smith,, Alien,Earth (Replacement Dimension),Anatomy Park,"['S04E03', 'S04E09', 'S03E09', 'S05E03']",
4061,Squanchy,???,Unkn0wn,N/A,Anatomy Park,"S04E08,S01E06",
2480,  BirdpersonÃ±  ,,  Robot!!  ,Earth (C-137),Anatomy Park,S02E03|S03E03,
7670,PICKLE RICK,NULL,  Cronenberg&#39;  ,Earth (Replacement Dimension),---,S05E07,NOT_A_DATE
7317,Birdperson,NULL,Robot,Earth (C-137),Earth (C-137),"['S03E03', 'S05E07', 'S01E03']",
3818,Jerry Smith,alive, Alien,,NULL,S01E03|S01E06,2023-08-15T12:00:00.000000Z
3850,  Meeseeks&#39;  ,???,Cronenberg,Citadel of Ricks &amp; Mortys,Planet Squanch,S03E09|S03E02|S04E08|S04E05,NOT_A_DATE
1884,  Birdperson	  ,DEAD,  Human&#39;  ,Citadel of Ricks &amp; Mortys,Earth (C-137),['S05E06'],2023-07-27T12:00:00.000000Z
3686,  Morty Smith!!  ,ALIVE,unkn0wn,Signus 5,Earth (C-137),"S02E09,S01E03,S04E01",21/09/2022
2281,Birdperson,NULL,human,Signus 5,Citadel of Ricks,['S05E04'],
6622,evil morty,,Mythological Creature,N/A,---,"S02E03,S04E06,S03E01",08-11-2020
4820,RICK SANCHEZ,Dead,Mythological Creature,Abadango,---,S02E02|S04E01|S01E02,05-21-2018
7159,Jerry Smith,ALIVE,  humanN/A  ,,Planet Squanch,"S05E04,S02E02,S02E07,S01E01",INVALID_DATE_2026
2036,Pickle Rick,alive,   Alien&#39;  ,Abadango,Gazorpazorp,S03E09,2020-08-10T12:00:00.000000Z
771,Birdperson,Dead,MYTHOLOGICAL CREATURE,Earth (Replacement Dimension),Earth (C-137),"S04E02,S05E06",NOT_A_DATE
2255,Beth Smith,alive,Robot,Abadango,Citadel of Ricks,"S05E02,S03E06",
2113,  Summer Smithâ€  ,dead,cronenberg,,Earth (C-137),"S03E08,S01E08,S03E02",07-01-2024
7352,evil morty,ALIVE,  Unkn0wnÃ¡  ,Earth (C-137),---,['S05E07'],2024-04-13
6152,EVIL MORTY,UNKNOWN,Human,Earth (C-137),NULL,S01E09,
6028,Beth Smith,Dead,human,Earth (C-137),Citadel of Ricks,S03E08,
2997,  Jerry SmithN/A  ,N/A,Human,Earth (Replacement Dimension),Planet Squanch,S01E04|S04E01|S02E06|S03E07,
6262,Squanchy,,human,unknown,Citadel of Ricks,"S05E06,S01E04,S02E02,S05E09",2021-05-07
5921,  Morty SmithÃ±  ,N/A,Alien  ,,NULL,"['S03E06', 'S03E01', 'S02E05']",INVALID_DATE_2026
2723,Meeseeks,Alive,Human,Signus 5,---,"['S01E07', 'S04E05', 'S03E04']",2020-10-26T12:00:00.000000Z
4847,MORTY SMITH,???,unkn0wn,Earth (Replacement Dimension),Planet Squanch,"S04E03,S03E05,S04E09,S05E01",
5275,Pickle Rick,alive,Alien  ,N/A,Anatomy Park,['S03E02'],NOT_A_DATE
5871,Birdperson,unknown,human,Abadango,Gazorpazorp,"['S05E04', 'S01E03', 'S01E09', 'S02E05']",NOT_A_DATE
6030,  Jerry Smith	  ,UNKNOWN,Unkn0wn,Earth (C-137),Planet Squanch,S04E03,
6765,RICK SANCHEZ,UNKNOWN,  Unkn0wn	  ,unknown,NULL,['S01E04'],2023-04-25
3413,Rick Sanchez,,---,unknown,Gazorpazorp,"S04E04,S05E08,S05E08",2024-06-08
2431,Evil Morty,alive,alien  ,N/A,---,['S05E08'],NOT_A_DATE
5608,Morty Smith,N/A,---,unknown,Earth (C-137),S03E03|S02E07|S01E04|S04E05,13/04/2021
3377,  Beth Smith&#39;  ,unknown,---,Earth (Replacement Dimension),Citadel of Ricks,"['S05E06', 'S05E05', 'S03E07']",NOT_A_DATE
4834,rick sanchez,???,---,Earth (C-137),Gazorpazorp,S02E06,03-11-2018
2389,Evil Morty,???,Unkn0wn,Citadel of Ricks &amp; Mortys,Planet Squanch,"S01E08,S04E09",06-16-2021
1931,  Rick Sanchez	  ,Dead,MYTHOLOGICAL CREATURE,Abadango,Gazorpazorp,"S02E09,S04E09,S04E06",05-01-2021
989,summer smith,Dead,  HumanÃ¡  ,N/A,Earth (C-137),['S01E01'],
567,birdperson,None,robot,unknown,---,"['S04E04', 'S03E07', 'S04E09']",06/03/2021
2864,  Pickle Rick&#39;  ,???,Alien  ,Abadango,Earth (C-137),S05E04|S02E09|S01E02,2017-07-02T12:00:00.000000Z
1692,Pickle Rick,Alive,CRONENBERG,Citadel of Ricks &amp; Mortys,---,S05E02,28/03/2024
3542,rick sanchez,NULL,Human,Earth (C-137),---,"S02E06,S01E03",17/12/2022
5353,Evil Morty,Alive, alien,Signus 5,---,S04E06|S02E08|S04E08|S01E06,02-01-2020
1558,Morty Smith,Dead,human,Citadel of Ricks &amp; Mortys,NULL,"['S01E06', 'S03E03']",12-14-2021
4787,beth smith,N/A,Human,Citadel of Ricks &amp; Mortys,Planet Squanch,S05E08|S02E01|S01E05|S02E01,03-19-2022
735,Squanchy,Dead,---,Abadango,Planet Squanch,"S05E09,S01E02,S02E08,S02E09",
2042,beth smith,Dead, Alien,Abadango,Planet Squanch,['S03E04'],
3861,Pickle Rick,DEAD,  Robot!!  ,Citadel of Ricks &amp; Mortys,Earth (C-137),S04E04|S02E01,
7658,Pickle Rick,N/A,  humanâ€  ,Earth (Replacement Dimension),Anatomy Park,S04E08,2018-08-01T12:00:00.000000Z
3914,Beth Smith,None,  human#VALUE!  ,Earth (C-137),---,S04E09|S05E02,
4229,evil morty,unknown,---,Citadel of Ricks &amp; Mortys,Citadel of Ricks,"['S05E06', 'S03E04', 'S03E01', 'S03E08']",
1434,Morty Smith,DEAD, alien,Citadel of Ricks &amp; Mortys,Gazorpazorp,"S04E08,S01E02",2018-06-03T12:00:00.000000Z
7173,Meeseeks,,Human,unknown,Anatomy Park,S04E08|S04E03,2021-03-13T12:00:00.000000Z
7678,Birdperson,Alive,Robot,Earth (Replacement Dimension),Planet Squanch,"S02E03,S05E08",NOT_A_DATE
6557,pickle rick,ALIVE,Cronenberg,,NULL,S04E06,2017-01-04T12:00:00.000000Z
4733,Jerry Smith,DEAD,human,unknown,Planet Squanch,S02E05|S02E01|S03E05|S04E03,01-06-2017
4534,pickle rick,unknown,Mythological Creature,unknown,Anatomy Park,"S03E08,S01E09,S02E09,S03E09",2021-12-23
2214,pickle rick,???,HUMAN,,Earth (C-137),S01E08|S04E06|S02E04|S01E08,NOT_A_DATE
4104,MORTY SMITH,NULL,   Alien&#39;  ,Earth (C-137),---,S01E03|S02E02|S03E08|S03E09,05/08/2024
4746,Evil Morty,Dead, ALIEN,Signus 5,Gazorpazorp,"['S04E05', 'S04E05', 'S02E02']",06-24-2020
2825,Morty Smith,N/A,Cronenberg,Signus 5,Earth (C-137),S01E01|S05E06|S03E06|S01E07,NOT_A_DATE
1882,  Summer SmithN/A  ,DEAD,Alien  ,Abadango,Gazorpazorp,"['S05E03', 'S02E03', 'S05E01', 'S02E09']",2017-07-20T12:00:00.000000Z
7872,Squanchy,dead,  Cronenbergâ€  ,,Citadel of Ricks,S01E09,
7067,Meeseeks,Dead,HUMAN,Signus 5,Planet Squanch,S05E09|S05E08|S01E01,
668,  Pickle Rick#VALUE!  ,alive,  Alien  Ã¡  ,unknown,Citadel of Ricks,"['S01E07', 'S03E04', 'S03E07']",2018-01-20T12:00:00.000000Z
3215,RICK SANCHEZ,,human,Citadel of Ricks &amp; Mortys,Anatomy Park,"['S01E02', 'S05E08', 'S04E08']",NOT_A_DATE
783,squanchy,None,human,unknown,Earth (C-137),['S04E04'],NOT_A_DATE
7320,Birdperson,alive,---,N/A,Gazorpazorp,"S03E06,S05E01,S01E05",NOT_A_DATE
4841,Meeseeks,Alive,  ---	  ,Signus 5,Anatomy Park,"['S05E04', 'S03E03']",09/07/2017
2836,MEESEEKS,ALIVE,Cronenberg,Citadel of Ricks &amp; Mortys,NULL,"S01E07,S01E08",15/11/2022
677,Beth Smith,Alive,Alien  ,unknown,Anatomy Park,"['S02E06', 'S02E04', 'S05E08', 'S01E05']",2020-12-14T12:00:00.000000Z
3552,Meeseeks,UNKNOWN, ALIEN,,Earth (C-137),S04E06|S05E03,
4482,Rick Sanchez,UNKNOWN,human,Earth (C-137),Citadel of Ricks,"S01E01,S05E06,S05E05,S05E01",04-23-2023
113,Birdperson,alive,  RobotÃ±  ,Earth (Replacement Dimension),Earth (C-137),"['S03E01', 'S05E03', 'S02E06']",2018-04-21
7413,  Pickle Rick&#39;  ,dead,UNKN0WN,Abadango,NULL,S04E06,2018-03-28T12:00:00.000000Z
4975,Birdperson,UNKNOWN,Alien  ,Earth (Replacement Dimension),Earth (C-137),"['S03E03', 'S04E07']",
3739,birdperson,dead,Human,Earth (Replacement Dimension),Gazorpazorp,S01E04,
19,Birdperson,Dead,  RobotÃ±  ,Citadel of Ricks &amp; Mortys,Earth (C-137),"['S05E08', 'S01E03']",11/07/2024
4785,  Meeseeks!!  ,Alive,---,Signus 5,Earth (C-137),"['S03E02', 'S01E06', 'S03E01']",
2643,  Evil MortyN/A  ,???, Alien,,---,S03E03|S02E05,17/03/2023
1253,Morty Smith,alive, Alien,unknown,---,S04E08,
6418,morty smith,Alive,  Robot    ,Citadel of Ricks &amp; Mortys,Gazorpazorp,"['S05E02', 'S02E04']",2021-10-25T12:00:00.000000Z
3454,birdperson,unknown,human,Abadango,Anatomy Park,"S05E04,S05E02",20/02/2024
4756,rick sanchez,,Cronenberg,,---,"S04E05,S04E08",27/10/2020
1352,Jerry Smith,UNKNOWN, Alien,Earth (Replacement Dimension),Anatomy Park,S01E05,27/03/2023
21,Rick Sanchez,N/A,Unkn0wn,unknown,NULL,S01E01|S02E07|S05E07|S02E01,NOT_A_DATE
5186,Beth Smith,,Robot,Earth (Replacement Dimension),Planet Squanch,"['S03E01', 'S01E02']",11-27-2018
4206,Squanchy,???,Unkn0wn,N/A,NULL,S02E01|S03E04|S01E06,07/05/2022
7760,SQUANCHY,,Unkn0wn,,Gazorpazorp,"S01E05,S03E06,S01E09,S02E07",06/10/2023
6950,summer smith,Dead,MYTHOLOGICAL CREATURE,N/A,Earth (C-137),"['S01E07', 'S02E04']",NOT_A_DATE
875,Meeseeks,???,Unkn0wn,unknown,Citadel of Ricks,"['S03E05', 'S02E04', 'S05E06', 'S05E09']",
2411,Meeseeks,???,  Mythological CreatureÃ¡  ,,Earth (C-137),S02E06,
1377,Rick Sanchez,Alive,HUMAN,Abadango,---,S05E06,2023-06-10
5908,  Rick Sanchez	  ,Alive, Alien,unknown,Gazorpazorp,"['S05E07', 'S03E03', 'S03E09', 'S04E03']",10-04-2018
3953,MEESEEKS,Alive,Human,Citadel of Ricks &amp; Mortys,Planet Squanch,"['S05E05', 'S05E06', 'S04E03', 'S04E08']",INVALID_DATE_2026
4643,  SquanchyÃ¡  ,NULL,ROBOT,Earth (C-137),Gazorpazorp,"['S04E02', 'S05E07']",12/01/2024
4649,beth smith,,cronenberg,Earth (C-137),---,S05E09,2019-07-02T12:00:00.000000Z
6698,Meeseeks,NULL, Alien,Citadel of Ricks &amp; Mortys,Earth (C-137),"['S04E09', 'S05E06']",
6648,Evil Morty,Alive,human,unknown,Earth (C-137),"['S04E03', 'S05E09', 'S01E04']",11-06-2017
1793,  Jerry SmithÃ±  ,None,Cronenberg,Abadango,Citadel of Ricks,"['S03E02', 'S05E06', 'S01E04']",13/11/2021
324,Meeseeks,DEAD,Mythological Creature,unknown,---,S04E09|S02E02,2021-01-22T12:00:00.000000Z
6680,Squanchy,,Mythological Creature,Citadel of Ricks &amp; Mortys,NULL,"['S03E01', 'S05E07']",
7980,EVIL MORTY,Dead,  human!!  ,Signus 5,Earth (C-137),"S01E02,S02E04,S03E05",04-25-2018
1165,Jerry Smith,None,Mythological Creature,Abadango,Planet Squanch,"S04E05,S04E01,S01E07,S01E01",
4176,Morty Smith,ALIVE,Alien  ,unknown,Planet Squanch,"['S02E09', 'S02E04', 'S04E01', 'S05E09']",01-07-2018
6686,MORTY SMITH,None,   AlienÃ¡  ,Citadel of Ricks &amp; Mortys,Citadel of Ricks,S04E03,2022-12-24T12:00:00.000000Z
3848,birdperson,None,Robot,,Citadel of Ricks,"['S02E01', 'S03E03', 'S02E02', 'S04E06']",08/12/2022
3685,Pickle Rick,unknown, ALIEN,unknown,Earth (C-137),"S04E08,S05E05,S02E04",25/09/2020
2895,Rick Sanchez,alive,Unkn0wn,Signus 5,---,"S02E03,S03E05,S05E07,S03E07",2022-12-21T12:00:00.000000Z
6811,  SquanchyÃ¡  ,UNKNOWN,Human,Earth (Replacement Dimension),Citadel of Ricks,S04E07,2022-01-02
5138,Summer Smith,dead,Human,unknown,Gazorpazorp,"S03E08,S01E05",04-06-2022
6824,Pickle Rick,unknown, Alien,Earth (Replacement Dimension),Anatomy Park,"['S03E01', 'S02E01']",04-13-2023
7183,meeseeks,dead,Unkn0wn,Earth (C-137),---,S04E05|S03E03,2019-10-21T12:00:00.000000Z
2326,  MeeseeksÃ¡  ,NULL,Cronenberg,,NULL,S01E05|S01E09|S04E05,
5127,Morty Smith,ALIVE,Robot,Earth (C-137),Anatomy Park,S04E02|S03E05|S02E02,
